# Species	Genes	Alg.-Conn.	Human_ERR414243_bin.4.fna.faa	Human_SRR5056681_bin.100.fna.faa	Human_SRR5056817_bin.33.fna.faa	Human_SRR5056841_bin.46.fna.faa	Human_SRR5056944_bin.12.fna.faa	Human_SRR5056994_bin.72.fna.faa	Human_SRR5558136_bin.38.fna.faa	Human_SRR6028624_bin.16.fna.faa	Rumen_CACVNT01.fna.faa	Rumen_CACVQO01.fna.faa	Rumen_CACVRV01.fna.faa	Rumen_CACVSO01.fna.faa	Rumen_CACVSX01.fna.faa	Rumen_CACWHG01.fna.faa	Rumen_CACWMC01.fna.faa	Rumen_CACWMY01.fna.faa	Rumen_CACWPH01.fna.faa	Rumen_CACYST01.fna.faa	Rumen_CADAEW01.fna.faa	Rumen_CADAIA01.fna.faa	Rumen_CADBJG01.fna.faa	Rumen_CADBNS01.fna.faa	baboon1.faa	maccaque1.faa	maccaque2.faa	maccaque3.faa	maccaque4.faa	maccaque5.faa	maccaque6.faa	maccaque7.faa
30	30	0.00741	Human_ERR414243_bin.4.fna_01428	Human_SRR5056681_bin.100.fna_01142	Human_SRR5056817_bin.33.fna_00679	Human_SRR5056841_bin.46.fna_01399	Human_SRR5056944_bin.12.fna_01141	Human_SRR5056994_bin.72.fna_00258	Human_SRR5558136_bin.38.fna_01090	Human_SRR6028624_bin.16.fna_00081	Rumen_CACVNT01.fna_01615	Rumen_CACVQO01.fna_01644	Rumen_CACVRV01.fna_00234	Rumen_CACVSO01.fna_01430	Rumen_CACVSX01.fna_01182	Rumen_CACWHG01.fna_01954	Rumen_CACWMC01.fna_01811	Rumen_CACWMY01.fna_01421	Rumen_CACWPH01.fna_01958	Rumen_CACYST01.fna_01882	Rumen_CADAEW01.fna_01476	Rumen_CADAIA01.fna_00091	Rumen_CADBJG01.fna_01424	Rumen_CADBNS01.fna_00656	baboon1_02034	maccaque1_00879	maccaque2_01645	maccaque3_01893	maccaque4_01634	maccaque5_01622	maccaque6_01777	maccaque7_01830
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSX01.fna_01568	*	*	*	*	*	*	*	*	Rumen_CADBNS01.fna_01233	*	*	*	*	*	*	*	*
5	5	0.578	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_00757	*	Rumen_CACVRV01.fna_01520	Rumen_CACVSO01.fna_02123	*	Rumen_CACWHG01.fna_02405	*	*	*	*	*	*	Rumen_CADBJG01.fna_03009	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSO01.fna_00993	*	*	*	*	*	*	*	*	*	Rumen_CADBNS01.fna_01143	*	*	*	*	*	*	*	*
6	6	0.611	*	*	Human_SRR5056817_bin.33.fna_01316	Human_SRR5056841_bin.46.fna_01035	Human_SRR5056944_bin.12.fna_01344	Human_SRR5056994_bin.72.fna_01321	*	Human_SRR6028624_bin.16.fna_00618	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBNS01.fna_00981	*	*	*	*	*	*	*	*
4	4	0.717	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01230	*	*	*	Rumen_CACVSX01.fna_01491	*	*	*	*	Rumen_CACYST01.fna_02820	*	*	*	Rumen_CADBNS01.fna_00879	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02299	Rumen_CACVNT01.fna_02153	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02159	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_02642	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACYST01.fna_02755	*	*	Rumen_CADBJG01.fna_01075	*	*	*	*	*	*	*	*	*
11	11	0.607	*	*	*	*	Human_SRR5056944_bin.12.fna_00203	*	Human_SRR5558136_bin.38.fna_00246	*	*	*	*	Rumen_CACVSO01.fna_02597	*	*	*	*	*	*	*	*	*	*	baboon1_01366	maccaque1_01190	maccaque2_00735	maccaque3_00572	maccaque4_01356	maccaque5_01540	maccaque6_01213	maccaque7_00533
2	2	1	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_01538	*	*	*	*	*	*	*	*	*	Rumen_CACYST01.fna_03126	*	*	*	*	*	*	*	*	*	*	*	*
20	20	0.00174	Human_ERR414243_bin.4.fna_00874	*	Human_SRR5056817_bin.33.fna_02047	*	*	*	Human_SRR5558136_bin.38.fna_00762	*	Rumen_CACVNT01.fna_02613	*	*	*	Rumen_CACVSX01.fna_01221	*	*	Rumen_CACWMY01.fna_00130	Rumen_CACWPH01.fna_02176	Rumen_CACYST01.fna_00298	Rumen_CADAEW01.fna_01706	Rumen_CADAIA01.fna_00403	Rumen_CADBJG01.fna_01895	Rumen_CADBNS01.fna_00390	baboon1_01129	maccaque1_00579	maccaque2_01636	maccaque3_00705	maccaque4_01718	maccaque5_01722	maccaque6_01183	maccaque7_00830
9	9	0.0228	Human_ERR414243_bin.4.fna_00609	*	*	*	*	*	*	*	*	*	Rumen_CACVRV01.fna_00586	Rumen_CACVSO01.fna_01236	Rumen_CACVSX01.fna_02355	*	*	*	Rumen_CACWPH01.fna_00750	*	*	*	Rumen_CADBJG01.fna_01800	*	*	*	*	maccaque3_01346	maccaque4_01115	*	*	maccaque7_01447
7	7	0.0641	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01700	*	*	*	*	Rumen_CACVSO01.fna_01693	*	*	Rumen_CACWMC01.fna_02257	Rumen_CACWMY01.fna_02293	*	*	*	*	Rumen_CADBJG01.fna_03442	*	*	*	*	maccaque3_01167	*	*	*	maccaque7_01330
14	14	0.0232	Human_ERR414243_bin.4.fna_01932	Human_SRR5056681_bin.100.fna_00646	Human_SRR5056817_bin.33.fna_00249	Human_SRR5056841_bin.46.fna_00401	Human_SRR5056944_bin.12.fna_00220	*	Human_SRR5558136_bin.38.fna_01176	Human_SRR6028624_bin.16.fna_01398	Rumen_CACVNT01.fna_02736	*	*	*	*	*	*	*	Rumen_CACWPH01.fna_02291	Rumen_CACYST01.fna_03248	*	Rumen_CADAIA01.fna_00439	*	*	baboon1_01685	maccaque1_00420	maccaque2_00540	*	*	*	*	*
4	5	0.131	Human_ERR414243_bin.4.fna_01078	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque1_01783,maccaque1_01792	*	maccaque3_00127	*	*	*	maccaque7_00007
11	16	0.11	Human_ERR414243_bin.4.fna_01344	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01034	*	Rumen_CACVRV01.fna_01583	*	Rumen_CACVSX01.fna_01244	*	Rumen_CACWMC01.fna_00803,Rumen_CACWMC01.fna_00806	Rumen_CACWMY01.fna_01378,Rumen_CACWMY01.fna_01628	*	Rumen_CACYST01.fna_02896	Rumen_CADAEW01.fna_00519,Rumen_CADAEW01.fna_01499	Rumen_CADAIA01.fna_00198,Rumen_CADAIA01.fna_00201	Rumen_CADBJG01.fna_02885	Rumen_CADBNS01.fna_02167,Rumen_CADBNS01.fna_00827	*	*	*	*	*	*	*	*
12	12	0.0123	*	Human_SRR5056681_bin.100.fna_00151	Human_SRR5056817_bin.33.fna_01027	Human_SRR5056841_bin.46.fna_00635	Human_SRR5056944_bin.12.fna_00149	Human_SRR5056994_bin.72.fna_01091	*	Human_SRR6028624_bin.16.fna_01039	*	*	*	*	Rumen_CACVSX01.fna_02132	*	*	Rumen_CACWMY01.fna_01875	Rumen_CACWPH01.fna_01710	Rumen_CACYST01.fna_00017	*	*	Rumen_CADBJG01.fna_00588	Rumen_CADBNS01.fna_01558	*	*	*	*	*	*	*	*
7	7	0.0581	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01658	Rumen_CACVQO01.fna_00759	*	Rumen_CACVSO01.fna_01037	*	Rumen_CACWHG01.fna_01188	*	*	*	*	Rumen_CADAEW01.fna_02252	*	Rumen_CADBJG01.fna_01214	Rumen_CADBNS01.fna_01265	*	*	*	*	*	*	*	*
23	36	0.154	Human_ERR414243_bin.4.fna_01776,Human_ERR414243_bin.4.fna_02005	Human_SRR5056681_bin.100.fna_01682	Human_SRR5056817_bin.33.fna_01732	Human_SRR5056841_bin.46.fna_01895	Human_SRR5056944_bin.12.fna_02056	*	Human_SRR5558136_bin.38.fna_00233,Human_SRR5558136_bin.38.fna_01805	Human_SRR6028624_bin.16.fna_00976	Rumen_CACVNT01.fna_02716	Rumen_CACVQO01.fna_00391	Rumen_CACVRV01.fna_00251	Rumen_CACVSO01.fna_02698	Rumen_CACVSX01.fna_02635,Rumen_CACVSX01.fna_02430,Rumen_CACVSX01.fna_01712	*	*	*	Rumen_CACWPH01.fna_00343	Rumen_CACYST01.fna_01694,Rumen_CACYST01.fna_02363,Rumen_CACYST01.fna_00253	*	*	Rumen_CADBJG01.fna_03777,Rumen_CADBJG01.fna_01078,Rumen_CADBJG01.fna_01455	Rumen_CADBNS01.fna_00820	baboon1_01265,baboon1_01016	*	maccaque2_00160	maccaque3_00873,maccaque3_01584	maccaque4_00930,maccaque4_01255	maccaque5_01455,maccaque5_01261	maccaque6_01198,maccaque6_01384	maccaque7_00933
3	3	0.157	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACWPH01.fna_02605	*	*	*	Rumen_CADBJG01.fna_02709	*	*	*	maccaque2_01594	*	*	*	*	*
2	3	0.325	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_00667,Rumen_CACVNT01.fna_00666	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBNS01.fna_00546	*	*	*	*	*	*	*	*
3	3	0.324	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01206	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03469	*	*	*	maccaque2_01412	*	*	*	*	*
3	3	0.144	*	*	*	*	*	*	*	*	*	Rumen_CACVQO01.fna_01013	*	Rumen_CACVSO01.fna_00909	*	Rumen_CACWHG01.fna_00332	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.246	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_01436	Rumen_CACVNT01.fna_02703	*	*	*	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03935	*	*	*	*	*	*	*	*	*
6	6	0.0354	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00416	*	*	*	*	*	*	Rumen_CACWHG01.fna_01852	Rumen_CACWMC01.fna_01130	Rumen_CACWMY01.fna_01979	*	*	Rumen_CADAEW01.fna_00828	Rumen_CADAIA01.fna_00160	*	*	*	*	*	*	*	*	*	*
16	16	0.052	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01684	*	*	*	*	Rumen_CACVSO01.fna_01161	*	Rumen_CACWHG01.fna_01059	Rumen_CACWMC01.fna_02143	Rumen_CACWMY01.fna_01621	*	*	Rumen_CADAEW01.fna_01312	Rumen_CADAIA01.fna_02203	*	Rumen_CADBNS01.fna_00919	baboon1_02006	maccaque1_00216	maccaque2_01699	maccaque3_00329	maccaque4_00022	maccaque5_01062	maccaque6_01628	maccaque7_00385
5	5	0.0884	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACYST01.fna_02631	*	*	*	Rumen_CADBNS01.fna_00434	*	*	*	maccaque3_00830	maccaque4_00111	*	*	maccaque7_00911
5	5	0.0804	*	*	Human_SRR5056817_bin.33.fna_01618	Human_SRR5056841_bin.46.fna_01728	*	*	*	Human_SRR6028624_bin.16.fna_00991	*	*	Rumen_CACVRV01.fna_02304	Rumen_CACVSO01.fna_02801	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	5	0.262	Human_ERR414243_bin.4.fna_01107	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02554	*	*	Rumen_CACVSO01.fna_00468,Rumen_CACVSO01.fna_02493	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03314	*	*	*	*	*	*	*	*	*
6	7	0.125	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02169,Rumen_CACVNT01.fna_02455	*	*	*	*	*	Rumen_CACWMC01.fna_01145	Rumen_CACWMY01.fna_01845	*	*	Rumen_CADAEW01.fna_01014	Rumen_CADAIA01.fna_00144	*	Rumen_CADBNS01.fna_02174	*	*	*	*	*	*	*	*
9	11	0.133	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_00342	*	Rumen_CACVQO01.fna_00134	*	Rumen_CACVSO01.fna_02203	Rumen_CACVSX01.fna_00361	*	*	*	Rumen_CACWPH01.fna_01170,Rumen_CACWPH01.fna_02603,Rumen_CACWPH01.fna_01628	*	*	Rumen_CADAIA01.fna_00132	Rumen_CADBJG01.fna_03347	*	*	*	*	*	maccaque4_01302	*	*	maccaque7_01688
10	10	0.0492	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02220	Rumen_CACVNT01.fna_01305	*	*	Rumen_CACVSO01.fna_00949	Rumen_CACVSX01.fna_01882	Rumen_CACWHG01.fna_01475	Rumen_CACWMC01.fna_01158	*	*	Rumen_CACYST01.fna_01084	Rumen_CADAEW01.fna_02110	Rumen_CADAIA01.fna_02171	*	*	*	*	maccaque2_00841	*	*	*	*	*
11	13	0.133	*	*	*	Human_SRR5056841_bin.46.fna_00784	Human_SRR5056944_bin.12.fna_02161	*	*	Human_SRR6028624_bin.16.fna_01004,Human_SRR6028624_bin.16.fna_02302	Rumen_CACVNT01.fna_02155	*	*	Rumen_CACVSO01.fna_02767	Rumen_CACVSX01.fna_02708	*	*	*	*	Rumen_CACYST01.fna_03137	*	*	Rumen_CADBJG01.fna_03797,Rumen_CADBJG01.fna_03746	*	*	*	*	maccaque3_00081	maccaque4_00586	*	*	maccaque7_00053
11	11	0.0983	*	Human_SRR5056681_bin.100.fna_00259	Human_SRR5056817_bin.33.fna_01416	Human_SRR5056841_bin.46.fna_00042	Human_SRR5056944_bin.12.fna_00624	Human_SRR5056994_bin.72.fna_00700	*	Human_SRR6028624_bin.16.fna_00159	*	*	*	*	*	Rumen_CACWHG01.fna_00826	Rumen_CACWMC01.fna_00370	Rumen_CACWMY01.fna_00668	*	*	Rumen_CADAEW01.fna_02015	Rumen_CADAIA01.fna_01046	*	*	*	*	*	*	*	*	*	*
6	6	0.234	*	*	*	*	Human_SRR5056944_bin.12.fna_02159	*	Human_SRR5558136_bin.38.fna_01777	Human_SRR6028624_bin.16.fna_01581	*	*	*	Rumen_CACVSO01.fna_00804	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03353	*	*	*	maccaque2_01356	*	*	*	*	*
11	11	0.0396	*	Human_SRR5056681_bin.100.fna_01624	Human_SRR5056817_bin.33.fna_01840	Human_SRR5056841_bin.46.fna_01395	*	Human_SRR5056994_bin.72.fna_00923	*	Human_SRR6028624_bin.16.fna_01976	*	*	Rumen_CACVRV01.fna_00139	*	Rumen_CACVSX01.fna_01428	*	*	*	Rumen_CACWPH01.fna_01604	*	*	*	Rumen_CADBJG01.fna_01137	Rumen_CADBNS01.fna_01623	*	maccaque1_00529	*	*	*	*	*	*
7	7	0.159	Human_ERR414243_bin.4.fna_01964	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_00998	*	*	*	*	*	*	Rumen_CACWMC01.fna_00335	Rumen_CACWMY01.fna_01610	*	*	Rumen_CADAEW01.fna_01854	Rumen_CADAIA01.fna_01977	Rumen_CADBJG01.fna_00674	*	*	*	*	*	*	*	*	*
11	12	0.141	*	Human_SRR5056681_bin.100.fna_01416	Human_SRR5056817_bin.33.fna_02076	Human_SRR5056841_bin.46.fna_00978	Human_SRR5056944_bin.12.fna_02165	*	*	Human_SRR6028624_bin.16.fna_02112	Rumen_CACVNT01.fna_01854	*	*	Rumen_CACVSO01.fna_01425	Rumen_CACVSX01.fna_00608	*	*	*	Rumen_CACWPH01.fna_02394,Rumen_CACWPH01.fna_02175	Rumen_CACYST01.fna_02625	*	*	Rumen_CADBJG01.fna_01896	*	*	*	*	*	*	*	*	*
9	10	0.169	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSO01.fna_02304	Rumen_CACVSX01.fna_00600	Rumen_CACWHG01.fna_01596	Rumen_CACWMC01.fna_00899	Rumen_CACWMY01.fna_01210	*	Rumen_CACYST01.fna_00026,Rumen_CACYST01.fna_02449	Rumen_CADAEW01.fna_00240	Rumen_CADAIA01.fna_00638	*	Rumen_CADBNS01.fna_01612	*	*	*	*	*	*	*	*
4	4	0.0781	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02027	*	*	Rumen_CACVRV01.fna_00121	*	*	*	*	*	Rumen_CACWPH01.fna_01586	*	*	*	Rumen_CADBJG01.fna_01119	*	*	*	*	*	*	*	*	*
4	4	0.15	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01382	Human_SRR6028624_bin.16.fna_01101	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque1_00962	*	*	*	*	*	maccaque7_01463
3	4	0.429	*	*	*	*	*	*	*	*	*	*	*	*	Rumen_CACVSX01.fna_00736	*	*	*	Rumen_CACWPH01.fna_02120,Rumen_CACWPH01.fna_01085	*	*	*	*	Rumen_CADBNS01.fna_00533	*	*	*	*	*	*	*	*
12	12	0.15	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_02321	*	*	Rumen_CACVSO01.fna_02294	Rumen_CACVSX01.fna_00023	*	Rumen_CACWMC01.fna_01015	Rumen_CACWMY01.fna_01740	*	Rumen_CACYST01.fna_03163	Rumen_CADAEW01.fna_01101	Rumen_CADAIA01.fna_01114	Rumen_CADBJG01.fna_00880	*	*	maccaque1_01579	*	*	*	maccaque5_01225	maccaque6_01576	*
4	4	0.0881	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_01609	*	*	*	*	Rumen_CACVSX01.fna_01559	*	*	*	*	*	*	*	*	*	*	*	*	maccaque3_01935	*	*	*	maccaque7_01743
18	18	0.0843	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_01207	*	*	Rumen_CACVQO01.fna_00663	Rumen_CACVRV01.fna_00886	*	*	*	Rumen_CACWMC01.fna_01797	Rumen_CACWMY01.fna_01407	Rumen_CACWPH01.fna_00818	*	Rumen_CADAEW01.fna_00203	Rumen_CADAIA01.fna_00104	Rumen_CADBJG01.fna_00309	Rumen_CADBNS01.fna_01550	baboon1_01892	maccaque1_01869	maccaque2_01413	maccaque3_01804	maccaque4_01475	maccaque5_01110	maccaque6_01846	maccaque7_01761
6	7	0.286	*	Human_SRR5056681_bin.100.fna_01989	Human_SRR5056817_bin.33.fna_02159	Human_SRR5056841_bin.46.fna_00952	*	*	*	*	Rumen_CACVNT01.fna_02806	*	*	*	Rumen_CACVSX01.fna_01303	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_01887,Rumen_CADBJG01.fna_02853	*	*	*	*	*	*	*	*	*
7	7	0.14	*	Human_SRR5056681_bin.100.fna_01221	Human_SRR5056817_bin.33.fna_01389	*	Human_SRR5056944_bin.12.fna_01417	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	maccaque2_01033	maccaque3_01629	maccaque4_01065	*	*	maccaque7_00706
8	8	0.0928	Human_ERR414243_bin.4.fna_01655	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_01441	*	*	*	*	*	*	*	*	Rumen_CACWPH01.fna_02259	Rumen_CACYST01.fna_01706	*	*	*	*	*	maccaque1_01735	*	maccaque3_00119	*	*	maccaque6_01815	maccaque7_00015
9	9	0.0681	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_00240	Rumen_CACVQO01.fna_01800	Rumen_CACVRV01.fna_01331	Rumen_CACVSO01.fna_00550	Rumen_CACVSX01.fna_02439	Rumen_CACWHG01.fna_00023	*	*	Rumen_CACWPH01.fna_00600	Rumen_CACYST01.fna_02337	*	*	*	*	*	*	*	maccaque3_01324	*	*	*	*
6	6	0.154	*	*	*	*	*	*	*	Human_SRR6028624_bin.16.fna_02282	Rumen_CACVNT01.fna_02745	Rumen_CACVQO01.fna_00608	*	Rumen_CACVSO01.fna_02684	*	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_03068	*	baboon1_00498	*	*	*	*	*	*	*
30	30	0.273	Human_ERR414243_bin.4.fna_01632	Human_SRR5056681_bin.100.fna_01023	Human_SRR5056817_bin.33.fna_02322	Human_SRR5056841_bin.46.fna_02146	Human_SRR5056944_bin.12.fna_02143	Human_SRR5056994_bin.72.fna_00529	Human_SRR5558136_bin.38.fna_00713	Human_SRR6028624_bin.16.fna_01860	Rumen_CACVNT01.fna_01323	Rumen_CACVQO01.fna_00289	Rumen_CACVRV01.fna_00154	Rumen_CACVSO01.fna_01445	Rumen_CACVSX01.fna_01875	Rumen_CACWHG01.fna_02049	Rumen_CACWMC01.fna_01812	Rumen_CACWMY01.fna_01317	Rumen_CACWPH01.fna_00015	Rumen_CACYST01.fna_02867	Rumen_CADAEW01.fna_01343	Rumen_CADAIA01.fna_00124	Rumen_CADBJG01.fna_01737	Rumen_CADBNS01.fna_00926	baboon1_00654	maccaque1_00432	maccaque2_00127	maccaque3_00008	maccaque4_01024	maccaque5_01153	maccaque6_01022	maccaque7_00126
25	27	0.116	Human_ERR414243_bin.4.fna_01600	Human_SRR5056681_bin.100.fna_01695	Human_SRR5056817_bin.33.fna_01765	Human_SRR5056841_bin.46.fna_01615	Human_SRR5056944_bin.12.fna_01695	Human_SRR5056994_bin.72.fna_01638	*	Human_SRR6028624_bin.16.fna_00707	Rumen_CACVNT01.fna_01461,Rumen_CACVNT01.fna_01936	Rumen_CACVQO01.fna_00820	Rumen_CACVRV01.fna_01300	Rumen_CACVSO01.fna_02124	Rumen_CACVSX01.fna_00746,Rumen_CACVSX01.fna_02651	Rumen_CACWHG01.fna_02268	Rumen_CACWMC01.fna_00989	Rumen_CACWMY01.fna_01143	Rumen_CACWPH01.fna_01397	Rumen_CACYST01.fna_01924	*	Rumen_CADAIA01.fna_00047	*	*	baboon1_00659	maccaque1_00437	maccaque2_00122	maccaque3_00013	maccaque4_01019	*	maccaque6_01027	maccaque7_00121
11	13	0.223	Human_ERR414243_bin.4.fna_01938	Human_SRR5056681_bin.100.fna_01972	Human_SRR5056817_bin.33.fna_02133	Human_SRR5056841_bin.46.fna_02023	*	*	*	*	Rumen_CACVNT01.fna_01554	*	*	*	Rumen_CACVSX01.fna_02731	*	*	*	Rumen_CACWPH01.fna_02600,Rumen_CACWPH01.fna_02587	*	*	*	Rumen_CADBJG01.fna_03653,Rumen_CADBJG01.fna_02820	*	baboon1_01963	maccaque1_01669	maccaque2_00543	*	*	*	*	*
11	11	0.108	*	Human_SRR5056681_bin.100.fna_00901	Human_SRR5056817_bin.33.fna_00078	Human_SRR5056841_bin.46.fna_00270	Human_SRR5056944_bin.12.fna_00763	Human_SRR5056994_bin.72.fna_00199	*	Human_SRR6028624_bin.16.fna_00243	*	*	*	*	*	*	*	*	Rumen_CACWPH01.fna_02402	*	Rumen_CADAEW01.fna_01215	*	*	*	baboon1_01896	*	*	*	*	maccaque5_01106	maccaque6_01612	*
11	15	0.37	Human_ERR414243_bin.4.fna_02111,Human_ERR414243_bin.4.fna_02155	*	Human_SRR5056817_bin.33.fna_02024,Human_SRR5056817_bin.33.fna_02350	Human_SRR5056841_bin.46.fna_02186	Human_SRR5056944_bin.12.fna_01956,Human_SRR5056944_bin.12.fna_02207	*	*	*	Rumen_CACVNT01.fna_02690	*	Rumen_CACVRV01.fna_02186	Rumen_CACVSO01.fna_02640	*	Rumen_CACWHG01.fna_02418	*	*	*	Rumen_CACYST01.fna_01332	*	*	Rumen_CADBJG01.fna_01053,Rumen_CADBJG01.fna_03107	*	*	maccaque1_00516	*	*	*	*	*	*
19	22	0.311	*	Human_SRR5056681_bin.100.fna_00677	Human_SRR5056817_bin.33.fna_00437	Human_SRR5056841_bin.46.fna_00157	Human_SRR5056944_bin.12.fna_00444	Human_SRR5056994_bin.72.fna_00048	Human_SRR5558136_bin.38.fna_01751	Human_SRR6028624_bin.16.fna_01535	Rumen_CACVNT01.fna_02308	*	Rumen_CACVRV01.fna_02179	Rumen_CACVSO01.fna_01711,Rumen_CACVSO01.fna_01205	Rumen_CACVSX01.fna_00753	*	*	*	*	Rumen_CACYST01.fna_02692	*	*	Rumen_CADBJG01.fna_03071,Rumen_CADBJG01.fna_02821,Rumen_CADBJG01.fna_01366	Rumen_CADBNS01.fna_00571	baboon1_00753	maccaque1_01081	maccaque2_01178	*	*	maccaque5_01345	maccaque6_01259	*
5	5	0.317	*	*	*	*	*	*	*	*	Rumen_CACVNT01.fna_01578	*	*	*	Rumen_CACVSX01.fna_00403	*	*	*	*	Rumen_CACYST01.fna_02571	*	*	*	Rumen_CADBNS01.fna_00941	*	maccaque1_01470	*	*	*	*	*	*
13	16	0.366	*	*	*	*	*	*	Human_SRR5558136_bin.38.fna_00366	*	Rumen_CACVNT01.fna_00872	*	*	*	Rumen_CACVSX01.fna_00356,Rumen_CACVSX01.fna_02023	*	*	*	*	Rumen_CACYST01.fna_02644,Rumen_CACYST01.fna_01246	*	*	*	Rumen_CADBNS01.fna_01502,Rumen_CADBNS01.fna_00168	baboon1_01884	maccaque1_00559	maccaque2_00357	maccaque3_01506	maccaque4_00837	maccaque5_00886	maccaque6_00701	maccaque7_00977
11	11	0.0803	Human_ERR414243_bin.4.fna_00049	Human_SRR5056681_bin.100.fna_01027	Human_SRR5056817_bin.33.fna_02340	Human_SRR5056841_bin.46.fna_02105	Human_SRR5056944_bin.12.fna_02135	Human_SRR5056994_bin.72.fna_00032	*	*	*	*	Rumen_CACVRV01.fna_00885	*	Rumen_CACVSX01.fna_02727	*	*	*	Rumen_CACWPH01.fna_00817	Rumen_CACYST01.fna_01132	*	*	Rumen_CADBJG01.fna_00308	*	*	*	*	*	*	*	*	*
26	27	0.144	Human_ERR414243_bin.4.fna_00124	*	Human_SRR5056817_bin.33.fna_00799	Human_SRR5056841_bin.46.fna_00672	Human_SRR5056944_bin.12.fna_01089	Human_SRR5056994_bin.72.fna_00894	*	Human_SRR6028624_bin.16.fna_00110	Rumen_CACVNT01.fna_02083,Rumen_CACVNT01.fna_02224	Rumen_CACVQO01.fna_00288	Rumen_CACVRV01.fna_00155	Rumen_CACVSO01.fna_02186	Rumen_CACVSX01.fna_02506	Rumen_CACWHG01.fna_00292	Rumen_CACWMC01.fna_00720	*	Rumen_CACWPH01.fna_00016	Rumen_CACYST01.fna_00112	Rumen_CADAEW01.fna_00230	Rumen_CADAIA01.fna_01944	Rumen_CADBJG01.fna_01738	*	baboon1_00545	maccaque1_00654	maccaque2_00057	maccaque3_01654	maccaque4_00349	maccaque5_00006	maccaque6_00083	maccaque7_01602
15	15	0.151	Human_ERR414243_bin.4.fna_00421	Human_SRR5056681_bin.100.fna_01220	Human_SRR5056817_bin.33.fna_01390	*	Human_SRR5056944_bin.12.fna_01418	*	Human_SRR5558136_bin.38.fna_01192	*	*	*	*	*	Rumen_CACVSX01.fna_02294	*	*	*	*	*	*	*	Rumen_CADBJG01.fna_01044	*	baboon1_00429	maccaque1_01258	maccaque2_00560	maccaque3_01441	maccaque4_00629	maccaque5_01630	maccaque6_01505	maccaque7_01490
